LTER_site,local_site,point_ID,date,depth_stake,depth_n,depth_e,depth_s,depth_w,mean_depth,num_meas,year,month,seas,jd,mod
NWT,sdl,8,1996-05-09,20,NA,NA,NA,NA,20,1,1996,5,1996,220,a1.csv
NWT,sdl,18,1996-05-09,0,NA,NA,NA,NA,0,1,1996,5,1996,220,a1.csv
NWT,sdl,22,1996-05-09,365,NA,NA,NA,NA,365,1,1996,5,1996,220,a1.csv
NWT,sdl,37,1996-05-09,115,NA,NA,NA,NA,115,1,1996,5,1996,220,a1.csv
NWT,sdl,45,1996-05-09,490,NA,NA,NA,NA,490,1,1996,5,1996,220,a1.csv
NWT,sdl,57,1996-05-09,130,NA,NA,NA,NA,130,1,1996,5,1996,220,a1.csv
NWT,sdl,101,1996-05-09,0,NA,NA,NA,NA,0,1,1996,5,1996,220,a1.csv
NWT,sdl,7,1996-05-22,0,NA,NA,NA,NA,0,1,1996,5,1996,233,a1.csv
NWT,sdl,8,1996-05-22,0,NA,NA,NA,NA,0,1,1996,5,1996,233,a1.csv
NWT,sdl,18,1996-05-22,0,NA,NA,NA,NA,0,1,1996,5,1996,233,a1.csv
NWT,sdl,22,1996-05-22,310,NA,NA,NA,NA,310,1,1996,5,1996,233,a1.csv
NWT,sdl,37,1996-05-22,65,NA,NA,NA,NA,65,1,1996,5,1996,233,a1.csv
NWT,sdl,45,1996-05-22,410,NA,NA,NA,NA,410,1,1996,5,1996,233,a1.csv
NWT,sdl,57,1996-05-22,70,NA,NA,NA,NA,70,1,1996,5,1996,233,a1.csv
NWT,sdl,101,1996-05-22,0,NA,NA,NA,NA,0,1,1996,5,1996,233,a1.csv
NWT,sdl,7,1996-06-07,0,NA,NA,NA,NA,0,1,1996,6,1996,249,a1.csv
NWT,sdl,8,1996-06-07,0,NA,NA,NA,NA,0,1,1996,6,1996,249,a1.csv
NWT,sdl,18,1996-06-07,0,NA,NA,NA,NA,0,1,1996,6,1996,249,a1.csv
NWT,sdl,22,1996-06-07,280,NA,NA,NA,NA,280,1,1996,6,1996,249,a1.csv
NWT,sdl,37,1996-06-07,0,NA,NA,NA,NA,0,1,1996,6,1996,249,a1.csv
NWT,sdl,45,1996-06-07,370,NA,NA,NA,NA,370,1,1996,6,1996,249,a1.csv
NWT,sdl,57,1996-06-07,40,NA,NA,NA,NA,40,1,1996,6,1996,249,a1.csv
NWT,sdl,101,1996-06-07,0,NA,NA,NA,NA,0,1,1996,6,1996,249,a1.csv
NWT,sdl,7,1996-06-14,0,NA,NA,NA,NA,0,1,1996,6,1996,256,a1.csv
NWT,sdl,8,1996-06-14,0,NA,NA,NA,NA,0,1,1996,6,1996,256,a1.csv
NWT,sdl,18,1996-06-14,0,NA,NA,NA,NA,0,1,1996,6,1996,256,a1.csv
NWT,sdl,22,1996-06-14,235,NA,NA,NA,NA,235,1,1996,6,1996,256,a1.csv
NWT,sdl,37,1996-06-14,0,NA,NA,NA,NA,0,1,1996,6,1996,256,a1.csv
NWT,sdl,45,1996-06-14,290,NA,NA,NA,NA,290,1,1996,6,1996,256,a1.csv
NWT,sdl,57,1996-06-14,0,NA,NA,NA,NA,0,1,1996,6,1996,256,a1.csv
NWT,sdl,101,1996-06-14,0,NA,NA,NA,NA,0,1,1996,6,1996,256,a1.csv
NWT,sdl,7,1996-06-26,0,NA,NA,NA,NA,0,1,1996,6,1996,268,a1.csv
NWT,sdl,8,1996-06-26,0,NA,NA,NA,NA,0,1,1996,6,1996,268,a1.csv
NWT,sdl,18,1996-06-26,0,NA,NA,NA,NA,0,1,1996,6,1996,268,a1.csv
NWT,sdl,22,1996-06-26,80,NA,NA,NA,NA,80,1,1996,6,1996,268,a1.csv
NWT,sdl,37,1996-06-26,0,NA,NA,NA,NA,0,1,1996,6,1996,268,a1.csv
NWT,sdl,45,1996-06-26,240,NA,NA,NA,NA,240,1,1996,6,1996,268,a1.csv
NWT,sdl,57,1996-06-26,0,NA,NA,NA,NA,0,1,1996,6,1996,268,a1.csv
NWT,sdl,101,1996-06-26,0,NA,NA,NA,NA,0,1,1996,6,1996,268,a1.csv
NWT,sdl,7,1996-07-03,0,NA,NA,NA,NA,0,1,1996,7,1996,275,a1.csv
NWT,sdl,8,1996-07-03,0,NA,NA,NA,NA,0,1,1996,7,1996,275,a1.csv
NWT,sdl,18,1996-07-03,0,NA,NA,NA,NA,0,1,1996,7,1996,275,a1.csv
NWT,sdl,22,1996-07-03,85,NA,NA,NA,NA,85,1,1996,7,1996,275,a1.csv
NWT,sdl,37,1996-07-03,0,NA,NA,NA,NA,0,1,1996,7,1996,275,a1.csv
NWT,sdl,45,1996-07-03,195,NA,NA,NA,NA,195,1,1996,7,1996,275,a1.csv
NWT,sdl,57,1996-07-03,0,NA,NA,NA,NA,0,1,1996,7,1996,275,a1.csv
NWT,sdl,101,1996-07-03,0,NA,NA,NA,NA,0,1,1996,7,1996,275,a1.csv
NWT,sdl,7,1996-07-10,0,NA,NA,NA,NA,0,1,1996,7,1996,282,a1.csv
NWT,sdl,8,1996-07-10,0,NA,NA,NA,NA,0,1,1996,7,1996,282,a1.csv
NWT,sdl,18,1996-07-10,0,NA,NA,NA,NA,0,1,1996,7,1996,282,a1.csv
NWT,sdl,22,1996-07-10,20,NA,NA,NA,NA,20,1,1996,7,1996,282,a1.csv
NWT,sdl,37,1996-07-10,0,NA,NA,NA,NA,0,1,1996,7,1996,282,a1.csv
NWT,sdl,45,1996-07-10,115,NA,NA,NA,NA,115,1,1996,7,1996,282,a1.csv
NWT,sdl,57,1996-07-10,0,NA,NA,NA,NA,0,1,1996,7,1996,282,a1.csv
NWT,sdl,101,1996-07-10,0,NA,NA,NA,NA,0,1,1996,7,1996,282,a1.csv
NWT,sdl,7,1996-07-16,0,NA,NA,NA,NA,0,1,1996,7,1996,288,a1.csv
NWT,sdl,8,1996-07-16,0,NA,NA,NA,NA,0,1,1996,7,1996,288,a1.csv
NWT,sdl,18,1996-07-16,0,NA,NA,NA,NA,0,1,1996,7,1996,288,a1.csv
NWT,sdl,22,1996-07-16,0,NA,NA,NA,NA,0,1,1996,7,1996,288,a1.csv
NWT,sdl,37,1996-07-16,0,NA,NA,NA,NA,0,1,1996,7,1996,288,a1.csv
NWT,sdl,45,1996-07-16,55,NA,NA,NA,NA,55,1,1996,7,1996,288,a1.csv
NWT,sdl,57,1996-07-16,0,NA,NA,NA,NA,0,1,1996,7,1996,288,a1.csv
NWT,sdl,101,1996-07-16,0,NA,NA,NA,NA,0,1,1996,7,1996,288,a1.csv
NWT,sdl,7,1996-07-24,0,NA,NA,NA,NA,0,1,1996,7,1996,296,a1.csv
NWT,sdl,8,1996-07-24,0,NA,NA,NA,NA,0,1,1996,7,1996,296,a1.csv
NWT,sdl,18,1996-07-24,0,NA,NA,NA,NA,0,1,1996,7,1996,296,a1.csv
NWT,sdl,22,1996-07-24,0,NA,NA,NA,NA,0,1,1996,7,1996,296,a1.csv
NWT,sdl,37,1996-07-24,0,NA,NA,NA,NA,0,1,1996,7,1996,296,a1.csv
NWT,sdl,45,1996-07-24,0,NA,NA,NA,NA,0,1,1996,7,1996,296,a1.csv
NWT,sdl,57,1996-07-24,0,NA,NA,NA,NA,0,1,1996,7,1996,296,a1.csv
NWT,sdl,101,1996-07-24,0,NA,NA,NA,NA,0,1,1996,7,1996,296,a1.csv
NWT,sdl,7,1996-07-30,0,NA,NA,NA,NA,0,1,1996,7,1996,302,a1.csv
NWT,sdl,8,1996-07-30,0,NA,NA,NA,NA,0,1,1996,7,1996,302,a1.csv
NWT,sdl,18,1996-07-30,0,NA,NA,NA,NA,0,1,1996,7,1996,302,a1.csv
NWT,sdl,22,1996-07-30,0,NA,NA,NA,NA,0,1,1996,7,1996,302,a1.csv
NWT,sdl,37,1996-07-30,0,NA,NA,NA,NA,0,1,1996,7,1996,302,a1.csv
NWT,sdl,45,1996-07-30,0,NA,NA,NA,NA,0,1,1996,7,1996,302,a1.csv
NWT,sdl,57,1996-07-30,0,NA,NA,NA,NA,0,1,1996,7,1996,302,a1.csv
NWT,sdl,101,1996-07-30,0,NA,NA,NA,NA,0,1,1996,7,1996,302,a1.csv
NWT,sdl,7,1996-08-06,0,NA,NA,NA,NA,0,1,1996,8,1996,309,a1.csv
NWT,sdl,8,1996-08-06,0,NA,NA,NA,NA,0,1,1996,8,1996,309,a1.csv
NWT,sdl,18,1996-08-06,0,NA,NA,NA,NA,0,1,1996,8,1996,309,a1.csv
NWT,sdl,22,1996-08-06,0,NA,NA,NA,NA,0,1,1996,8,1996,309,a1.csv
NWT,sdl,37,1996-08-06,0,NA,NA,NA,NA,0,1,1996,8,1996,309,a1.csv
NWT,sdl,45,1996-08-06,0,NA,NA,NA,NA,0,1,1996,8,1996,309,a1.csv
NWT,sdl,57,1996-08-06,0,NA,NA,NA,NA,0,1,1996,8,1996,309,a1.csv
NWT,sdl,101,1996-08-06,0,NA,NA,NA,NA,0,1,1996,8,1996,309,a1.csv
NWT,sdl,7,1999-12-02,5,NA,NA,NA,NA,5,1,1999,12,2000,62,a1.csv
NWT,sdl,8,1999-12-02,5,NA,NA,NA,NA,5,1,1999,12,2000,62,a1.csv
NWT,sdl,18,1999-12-02,5,NA,NA,NA,NA,5,1,1999,12,2000,62,a1.csv
NWT,sdl,22,1999-12-02,5,NA,NA,NA,NA,5,1,1999,12,2000,62,a1.csv
NWT,sdl,37,1999-12-02,40,NA,NA,NA,NA,40,1,1999,12,2000,62,a1.csv
NWT,sdl,45,1999-12-02,5,NA,NA,NA,NA,5,1,1999,12,2000,62,a1.csv
NWT,sdl,57,1999-12-02,0,NA,NA,NA,NA,0,1,1999,12,2000,62,a1.csv
NWT,sdl,101,1999-12-02,0,NA,NA,NA,NA,0,1,1999,12,2000,62,a1.csv
NWT,sdl,7,2000-01-07,0,NA,NA,NA,NA,0,1,2000,1,2000,97,a1.csv
NWT,sdl,8,2000-01-07,5,NA,NA,NA,NA,5,1,2000,1,2000,97,a1.csv
NWT,sdl,18,2000-01-07,5,NA,NA,NA,NA,5,1,2000,1,2000,97,a1.csv
NWT,sdl,22,2000-01-07,40,NA,NA,NA,NA,40,1,2000,1,2000,97,a1.csv
NWT,sdl,37,2000-01-07,50,NA,NA,NA,NA,50,1,2000,1,2000,97,a1.csv
NWT,sdl,45,2000-01-07,30,NA,NA,NA,NA,30,1,2000,1,2000,97,a1.csv
NWT,sdl,57,2000-01-07,0,NA,NA,NA,NA,0,1,2000,1,2000,97,a1.csv
NWT,sdl,101,2000-01-07,0,NA,NA,NA,NA,0,1,2000,1,2000,97,a1.csv
NWT,sdl,7,2000-01-25,5,NA,NA,NA,NA,5,1,2000,1,2000,115,a1.csv
NWT,sdl,8,2000-01-25,30,NA,NA,NA,NA,30,1,2000,1,2000,115,a1.csv
NWT,sdl,18,2000-01-25,5,NA,NA,NA,NA,5,1,2000,1,2000,115,a1.csv
NWT,sdl,22,2000-01-25,85,NA,NA,NA,NA,85,1,2000,1,2000,115,a1.csv
NWT,sdl,37,2000-01-25,90,NA,NA,NA,NA,90,1,2000,1,2000,115,a1.csv
NWT,sdl,45,2000-01-25,115,NA,NA,NA,NA,115,1,2000,1,2000,115,a1.csv
NWT,sdl,57,2000-01-25,5,NA,NA,NA,NA,5,1,2000,1,2000,115,a1.csv
NWT,sdl,101,2000-01-25,0,NA,NA,NA,NA,0,1,2000,1,2000,115,a1.csv
NWT,sdl,7,2000-02-24,10,NA,NA,NA,NA,10,1,2000,2,2000,145,a1.csv
NWT,sdl,8,2000-02-24,20,NA,NA,NA,NA,20,1,2000,2,2000,145,a1.csv
NWT,sdl,18,2000-02-24,10,NA,NA,NA,NA,10,1,2000,2,2000,145,a1.csv
NWT,sdl,22,2000-02-24,170,NA,NA,NA,NA,170,1,2000,2,2000,145,a1.csv
NWT,sdl,37,2000-02-24,70,NA,NA,NA,NA,70,1,2000,2,2000,145,a1.csv
NWT,sdl,45,2000-02-24,190,NA,NA,NA,NA,190,1,2000,2,2000,145,a1.csv
NWT,sdl,57,2000-02-24,10,NA,NA,NA,NA,10,1,2000,2,2000,145,a1.csv
NWT,sdl,101,2000-02-24,0,NA,NA,NA,NA,0,1,2000,2,2000,145,a1.csv
NWT,sdl,7,2000-04-13,2,NA,NA,NA,NA,2,1,2000,4,2000,194,a1.csv
NWT,sdl,8,2000-04-13,2,NA,NA,NA,NA,2,1,2000,4,2000,194,a1.csv
NWT,sdl,18,2000-04-13,0,NA,NA,NA,NA,0,1,2000,4,2000,194,a1.csv
NWT,sdl,22,2000-04-13,250,NA,NA,NA,NA,250,1,2000,4,2000,194,a1.csv
NWT,sdl,37,2000-04-13,60,NA,NA,NA,NA,60,1,2000,4,2000,194,a1.csv
NWT,sdl,45,2000-04-13,140,NA,NA,NA,NA,140,1,2000,4,2000,194,a1.csv
NWT,sdl,57,2000-04-13,0,NA,NA,NA,NA,0,1,2000,4,2000,194,a1.csv
NWT,sdl,101,2000-04-13,0,NA,NA,NA,NA,0,1,2000,4,2000,194,a1.csv
NWT,sdl,7,2000-05-03,0,NA,NA,NA,NA,0,1,2000,5,2000,214,a1.csv
NWT,sdl,8,2000-05-03,0,NA,NA,NA,NA,0,1,2000,5,2000,214,a1.csv
NWT,sdl,18,2000-05-03,0,NA,NA,NA,NA,0,1,2000,5,2000,214,a1.csv
NWT,sdl,22,2000-05-03,203,NA,NA,NA,NA,203,1,2000,5,2000,214,a1.csv
NWT,sdl,37,2000-05-03,65,NA,NA,NA,NA,65,1,2000,5,2000,214,a1.csv
NWT,sdl,45,2000-05-03,282,NA,NA,NA,NA,282,1,2000,5,2000,214,a1.csv
NWT,sdl,57,2000-05-03,0,NA,NA,NA,NA,0,1,2000,5,2000,214,a1.csv
NWT,sdl,101,2000-05-03,0,NA,NA,NA,NA,0,1,2000,5,2000,214,a1.csv
NWT,sdl,7,2000-05-12,5,NA,NA,NA,NA,5,1,2000,5,2000,223,a1.csv
NWT,sdl,8,2000-05-12,5,NA,NA,NA,NA,5,1,2000,5,2000,223,a1.csv
NWT,sdl,18,2000-05-12,0,NA,NA,NA,NA,0,1,2000,5,2000,223,a1.csv
NWT,sdl,22,2000-05-12,230,NA,NA,NA,NA,230,1,2000,5,2000,223,a1.csv
NWT,sdl,37,2000-05-12,65,NA,NA,NA,NA,65,1,2000,5,2000,223,a1.csv
NWT,sdl,45,2000-05-12,250,NA,NA,NA,NA,250,1,2000,5,2000,223,a1.csv
NWT,sdl,57,2000-05-12,20,NA,NA,NA,NA,20,1,2000,5,2000,223,a1.csv
NWT,sdl,101,2000-05-12,0,NA,NA,NA,NA,0,1,2000,5,2000,223,a1.csv
NWT,sdl,7,2000-05-30,0,NA,NA,NA,NA,0,1,2000,5,2000,241,a1.csv
NWT,sdl,8,2000-05-30,0,NA,NA,NA,NA,0,1,2000,5,2000,241,a1.csv
NWT,sdl,18,2000-05-30,0,NA,NA,NA,NA,0,1,2000,5,2000,241,a1.csv
NWT,sdl,22,2000-05-30,185,NA,NA,NA,NA,185,1,2000,5,2000,241,a1.csv
NWT,sdl,37,2000-05-30,0,NA,NA,NA,NA,0,1,2000,5,2000,241,a1.csv
NWT,sdl,45,2000-05-30,205,NA,NA,NA,NA,205,1,2000,5,2000,241,a1.csv
NWT,sdl,57,2000-05-30,0,NA,NA,NA,NA,0,1,2000,5,2000,241,a1.csv
NWT,sdl,101,2000-05-30,0,NA,NA,NA,NA,0,1,2000,5,2000,241,a1.csv
NWT,sdl,7,2000-06-09,0,NA,NA,NA,NA,0,1,2000,6,2000,251,a1.csv
NWT,sdl,8,2000-06-09,0,NA,NA,NA,NA,0,1,2000,6,2000,251,a1.csv
NWT,sdl,18,2000-06-09,0,NA,NA,NA,NA,0,1,2000,6,2000,251,a1.csv
NWT,sdl,22,2000-06-09,90,NA,NA,NA,NA,90,1,2000,6,2000,251,a1.csv
NWT,sdl,37,2000-06-09,0,NA,NA,NA,NA,0,1,2000,6,2000,251,a1.csv
NWT,sdl,45,2000-06-09,145,NA,NA,NA,NA,145,1,2000,6,2000,251,a1.csv
NWT,sdl,57,2000-06-09,0,NA,NA,NA,NA,0,1,2000,6,2000,251,a1.csv
NWT,sdl,101,2000-06-09,0,NA,NA,NA,NA,0,1,2000,6,2000,251,a1.csv
NWT,sdl,7,2000-07-10,0,NA,NA,NA,NA,0,1,2000,7,2000,282,a1.csv
NWT,sdl,8,2000-07-10,0,NA,NA,NA,NA,0,1,2000,7,2000,282,a1.csv
NWT,sdl,18,2000-07-10,0,NA,NA,NA,NA,0,1,2000,7,2000,282,a1.csv
NWT,sdl,22,2000-07-10,0,NA,NA,NA,NA,0,1,2000,7,2000,282,a1.csv
NWT,sdl,37,2000-07-10,0,NA,NA,NA,NA,0,1,2000,7,2000,282,a1.csv
NWT,sdl,45,2000-07-10,0,NA,NA,NA,NA,0,1,2000,7,2000,282,a1.csv
NWT,sdl,57,2000-07-10,0,NA,NA,NA,NA,0,1,2000,7,2000,282,a1.csv
NWT,sdl,101,2000-07-10,0,NA,NA,NA,NA,0,1,2000,7,2000,282,a1.csv
NWT,sdl,7,2003-12-04,10,NA,NA,NA,NA,10,1,2003,12,2004,64,a1.csv
NWT,sdl,8,2003-12-04,10,NA,NA,NA,NA,10,1,2003,12,2004,64,a1.csv
NWT,sdl,18,2003-12-04,0,NA,NA,NA,NA,0,1,2003,12,2004,64,a1.csv
NWT,sdl,22,2003-12-04,50,NA,NA,NA,NA,50,1,2003,12,2004,64,a1.csv
NWT,sdl,37,2003-12-04,40,NA,NA,NA,NA,40,1,2003,12,2004,64,a1.csv
NWT,sdl,45,2003-12-04,90,NA,NA,NA,NA,90,1,2003,12,2004,64,a1.csv
NWT,sdl,57,2003-12-04,0,NA,NA,NA,NA,0,1,2003,12,2004,64,a1.csv
NWT,sdl,101,2003-12-04,0,NA,NA,NA,NA,0,1,2003,12,2004,64,a1.csv
NWT,sdl,7,2004-01-13,10,NA,NA,NA,NA,10,1,2004,1,2004,103,a1.csv
NWT,sdl,8,2004-01-13,10,NA,NA,NA,NA,10,1,2004,1,2004,103,a1.csv
NWT,sdl,18,2004-01-13,0,NA,NA,NA,NA,0,1,2004,1,2004,103,a1.csv
NWT,sdl,22,2004-01-13,70,NA,NA,NA,NA,70,1,2004,1,2004,103,a1.csv
NWT,sdl,37,2004-01-13,30,NA,NA,NA,NA,30,1,2004,1,2004,103,a1.csv
NWT,sdl,45,2004-01-13,120,NA,NA,NA,NA,120,1,2004,1,2004,103,a1.csv
NWT,sdl,57,2004-01-13,10,NA,NA,NA,NA,10,1,2004,1,2004,103,a1.csv
NWT,sdl,101,2004-01-13,0,NA,NA,NA,NA,0,1,2004,1,2004,103,a1.csv
NWT,sdl,7,2004-02-03,10,NA,NA,NA,NA,10,1,2004,2,2004,124,a1.csv
NWT,sdl,8,2004-02-03,10,NA,NA,NA,NA,10,1,2004,2,2004,124,a1.csv
NWT,sdl,18,2004-02-03,0,NA,NA,NA,NA,0,1,2004,2,2004,124,a1.csv
NWT,sdl,22,2004-02-03,70,NA,NA,NA,NA,70,1,2004,2,2004,124,a1.csv
NWT,sdl,37,2004-02-03,60,NA,NA,NA,NA,60,1,2004,2,2004,124,a1.csv
NWT,sdl,45,2004-02-03,150,NA,NA,NA,NA,150,1,2004,2,2004,124,a1.csv
NWT,sdl,57,2004-02-03,0,NA,NA,NA,NA,0,1,2004,2,2004,124,a1.csv
NWT,sdl,101,2004-02-03,0,NA,NA,NA,NA,0,1,2004,2,2004,124,a1.csv
NWT,sdl,7,2004-02-18,0,NA,NA,NA,NA,0,1,2004,2,2004,139,a1.csv
NWT,sdl,8,2004-02-18,10,NA,NA,NA,NA,10,1,2004,2,2004,139,a1.csv
NWT,sdl,18,2004-02-18,10,NA,NA,NA,NA,10,1,2004,2,2004,139,a1.csv
NWT,sdl,22,2004-02-18,100,NA,NA,NA,NA,100,1,2004,2,2004,139,a1.csv
NWT,sdl,37,2004-02-18,50,NA,NA,NA,NA,50,1,2004,2,2004,139,a1.csv
NWT,sdl,45,2004-02-18,180,NA,NA,NA,NA,180,1,2004,2,2004,139,a1.csv
NWT,sdl,57,2004-02-18,0,NA,NA,NA,NA,0,1,2004,2,2004,139,a1.csv
NWT,sdl,101,2004-02-18,0,NA,NA,NA,NA,0,1,2004,2,2004,139,a1.csv
NWT,sdl,7,2004-03-02,10,NA,NA,NA,NA,10,1,2004,3,2004,152,a1.csv
NWT,sdl,8,2004-03-02,20,NA,NA,NA,NA,20,1,2004,3,2004,152,a1.csv
NWT,sdl,18,2004-03-02,10,NA,NA,NA,NA,10,1,2004,3,2004,152,a1.csv
NWT,sdl,22,2004-03-02,120,NA,NA,NA,NA,120,1,2004,3,2004,152,a1.csv
NWT,sdl,37,2004-03-02,50,NA,NA,NA,NA,50,1,2004,3,2004,152,a1.csv
NWT,sdl,45,2004-03-02,190,NA,NA,NA,NA,190,1,2004,3,2004,152,a1.csv
NWT,sdl,57,2004-03-02,0,NA,NA,NA,NA,0,1,2004,3,2004,152,a1.csv
NWT,sdl,101,2004-03-02,0,NA,NA,NA,NA,0,1,2004,3,2004,152,a1.csv
NWT,sdl,7,2004-03-19,0,NA,NA,NA,NA,0,1,2004,3,2004,169,a1.csv
NWT,sdl,8,2004-03-19,0,NA,NA,NA,NA,0,1,2004,3,2004,169,a1.csv
NWT,sdl,18,2004-03-19,0,NA,NA,NA,NA,0,1,2004,3,2004,169,a1.csv
NWT,sdl,22,2004-03-19,110,NA,NA,NA,NA,110,1,2004,3,2004,169,a1.csv
NWT,sdl,37,2004-03-19,50,NA,NA,NA,NA,50,1,2004,3,2004,169,a1.csv
NWT,sdl,45,2004-03-19,220,NA,NA,NA,NA,220,1,2004,3,2004,169,a1.csv
NWT,sdl,57,2004-03-19,10,NA,NA,NA,NA,10,1,2004,3,2004,169,a1.csv
NWT,sdl,101,2004-03-19,0,NA,NA,NA,NA,0,1,2004,3,2004,169,a1.csv
NWT,sdl,7,2004-03-30,0,NA,NA,NA,NA,0,1,2004,3,2004,180,a1.csv
NWT,sdl,8,2004-03-30,10,NA,NA,NA,NA,10,1,2004,3,2004,180,a1.csv
NWT,sdl,18,2004-03-30,0,NA,NA,NA,NA,0,1,2004,3,2004,180,a1.csv
NWT,sdl,22,2004-03-30,110,NA,NA,NA,NA,110,1,2004,3,2004,180,a1.csv
NWT,sdl,37,2004-03-30,60,NA,NA,NA,NA,60,1,2004,3,2004,180,a1.csv
NWT,sdl,45,2004-03-30,230,NA,NA,NA,NA,230,1,2004,3,2004,180,a1.csv
NWT,sdl,57,2004-03-30,10,NA,NA,NA,NA,10,1,2004,3,2004,180,a1.csv
NWT,sdl,101,2004-03-30,0,NA,NA,NA,NA,0,1,2004,3,2004,180,a1.csv
NWT,sdl,7,2004-04-14,40,NA,NA,NA,NA,40,1,2004,4,2004,195,a1.csv
NWT,sdl,8,2004-04-14,50,NA,NA,NA,NA,50,1,2004,4,2004,195,a1.csv
NWT,sdl,18,2004-04-14,40,NA,NA,NA,NA,40,1,2004,4,2004,195,a1.csv
NWT,sdl,22,2004-04-14,260,NA,NA,NA,NA,260,1,2004,4,2004,195,a1.csv
NWT,sdl,37,2004-04-14,100,NA,NA,NA,NA,100,1,2004,4,2004,195,a1.csv
NWT,sdl,45,2004-04-14,290,NA,NA,NA,NA,290,1,2004,4,2004,195,a1.csv
NWT,sdl,57,2004-04-14,60,NA,NA,NA,NA,60,1,2004,4,2004,195,a1.csv
