"LTER_site","local_site","year","plot","point","x","y","hit_orig","USDA_code","USDA_name","hit_corr"
"NWT","sad_grid",1989,3,237,65,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,238,75,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,239,85,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,240,95,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,241,5,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,242,15,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,243,25,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,244,35,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,245,45,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,246,55,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,247,65,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,248,75,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,249,85,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,250,95,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,251,5,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,252,15,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,253,25,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,254,35,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,255,45,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,256,55,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,257,65,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,259,85,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,260,95,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,261,5,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,262,15,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,263,25,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,264,35,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,265,45,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,266,55,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,267,65,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,268,75,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,270,95,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,271,5,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,272,15,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,273,25,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,274,35,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,275,45,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,277,65,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,281,5,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,282,15,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,283,25,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,284,35,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,285,45,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,286,55,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,288,75,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,289,85,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,290,95,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,292,15,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,294,35,95,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,295,45,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,296,55,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,297,65,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,298,75,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,3,299,85,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,301,5,5,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,302,15,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,303,25,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,304,35,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,306,55,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,311,5,15,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,312,15,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,313,25,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,314,35,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,316,55,15,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,318,75,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,322,15,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,323,25,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,324,35,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,327,65,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,328,75,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,329,85,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,330,95,25,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,332,15,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,335,45,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,336,55,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,338,75,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,344,35,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,346,55,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,349,85,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,351,5,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,352,15,55,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,353,25,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,355,45,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,356,55,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,363,25,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,364,35,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,365,45,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,368,75,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,373,25,75,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,378,75,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,4,379,85,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,391,5,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,393,25,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,4,395,45,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,5,402,15,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,406,55,5,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,407,65,5,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,409,85,5,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,411,5,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,426,55,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,428,75,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,429,85,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,439,85,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,440,95,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,441,5,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,446,55,45,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,448,75,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,449,85,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,5,450,95,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,452,15,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,5,457,65,55,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,458,75,55,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,5,459,85,55,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,460,95,55,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,464,35,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,465,45,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,466,55,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,467,65,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,469,85,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,470,95,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,473,25,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,475,45,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,5,478,75,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,480,95,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,5,481,5,85,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,483,25,85,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,486,55,85,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,487,65,85,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,5,488,75,85,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,490,95,85,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,498,75,95,"top","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,499,85,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,5,500,95,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,6,503,25,5,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,515,45,15,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,516,55,15,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,521,5,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,524,35,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,529,85,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,530,95,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,538,75,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,6,539,85,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,6,543,25,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,6,549,85,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,564,35,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,566,55,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,570,95,65,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,572,15,75,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,581,5,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,582,15,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,583,25,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,596,55,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,6,597,65,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,608,75,5,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,609,85,5,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,613,25,15,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,619,85,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,622,15,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,623,25,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,626,55,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,636,55,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,645,45,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,646,55,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,647,65,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,656,55,55,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,657,65,55,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,666,55,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,667,65,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,668,75,65,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,670,95,65,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,679,85,75,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,7,683,25,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,684,35,85,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,695,45,95,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,7,699,85,95,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,8,704,35,5,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,705,45,5,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,707,65,5,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,708,75,5,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,712,15,15,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,716,55,15,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,718,75,15,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,719,85,15,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,8,723,25,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,725,45,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,726,55,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,728,75,25,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,730,95,25,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,8,733,25,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,734,35,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,735,45,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,736,55,35,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,738,75,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,8,739,85,35,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,740,95,35,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,8,741,5,45,"top","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,742,15,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,743,25,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,746,55,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,747,65,45,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,748,75,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,8,749,85,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,8,750,95,45,"bottom","DECE","Deschampsia cespitosa","top"
"NWT","sad_grid",1989,8,751,5,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,752,15,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,755,45,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,757,65,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
"NWT","sad_grid",1989,8,758,75,55,"bottom","GEROT","Geum rossii var. turbinatum","top"
